name;rarity;equid_slot;defense;fire_res;water_res;ice_res;thunder_res;dragon_res;slot_count;slot_1_size;slot_2_size;slot_3_size;set_skill_1;skill_1;skill_1_level;skill_2;skill_2_level;skill_3;skill_3_level
King Beetle Vertex α;5;Head;42;-1;-1;0;2;2;0;0;0;0;--------;Evade Window;2;Botanist;1;--------;0
King Beetle Vertex β;5;Head;42;-1;-1;0;2;2;1;1;0;0;--------;Evade Window;2;--------;0;--------;0
Butterfly Vertex α;5;Head;42;-1;-1;0;2;2;0;0;0;0;--------;Evade Window;2;Botanist;1;--------;0
Butterfly Vertex β;5;Head;42;-1;-1;0;2;2;1;1;0;0;--------;Evade Window;2;--------;0;--------;0
Brigade Lobos α;6;Head;52;1;0;0;2;2;0;0;0;0;--------;Recovery Speed;2;Horn Maestro;1;--------;0
Brigade Lobos β;6;Head;52;1;0;0;2;2;1;1;0;0;--------;Recovery Speed;2;--------;0;--------;0
Damascus Helm α;7;Head;60;4;-2;0;0;0;1;1;0;0;--------;Defense Boost;2;Speed Sharpening;1;--------;0
Damascus Helm β;7;Head;60;4;-2;0;0;0;1;3;0;0;--------;Defense Boost;2;--------;0;--------;0
Dober Helm α;7;Head;60;-2;0;-1;-1;4;0;0;0;0;--------;Free Elem/Ammo Up;1;Dragon Resistance;1;--------;0
Dober Helm β;7;Head;60;-2;0;-1;-1;4;1;1;0;0;--------;Free Elem/Ammo Up;1;--------;0;--------;0
Kushala Glare α;8;Head;64;0;2;4;-3;-2;0;0;0;0;Kushala Daora Flight;Ice Attack;2;Handicraft;1;--------;0
Kushala Glare β;8;Head;64;0;2;4;-3;-2;3;1;1;1;Kushala Daora Flight;Ice Attack;2;--------;0;--------;0
Kaiser Crown α;8;Head;64;3;-3;-3;1;1;0;0;0;0;Teostra Technique;Latent Power;2;--------;0;--------;0
Kaiser Crown β;8;Head;64;3;-3;-3;1;1;1;2;0;0;Teostra Technique;Latent Power;1;--------;0;--------;0
Kirin Horn α;8;Head;64;-3;-2;-2;4;2;0;0;0;0;Kirin Favor;Marathon Runner;2;Divine Blessing;1;--------;0
Kirin Horn β;8;Head;64;-3;-2;-2;4;2;1;1;0;0;Kirin Favor;Marathon Runner;2;--------;0;--------;0
Vaal Hazak Helm α;8;Head;64;-4;4;-1;1;-3;0;0;0;0;Vaal Hazak Vitality;Peak Performance;1;Dragon Attack;2;--------;0
Vaal Hazak Helm β;8;Head;64;-4;4;-1;1;-3;1;1;0;0;Vaal Hazak Vitality;Peak Performance;1;--------;0;--------;0
Bazel Helm α;7;Head;58;3;1;-2;-4;-2;1;2;0;0;Bazelgeuse Protection;Earplugs;2;Blast Attack;1;--------;0
Bazel Helm β;7;Head;58;3;1;-2;-4;-2;2;3;1;0;Bazelgeuse Protection;Earplugs;2;--------;0;--------;0
Death Stench Brain α;7;Head;62;3;2;3;-2;-4;1;2;0;0;--------;Resuscitate;1;Critical Eye;1;--------;0
Death Stench Brain β;7;Head;62;3;2;3;-2;-4;1;3;0;0;--------;Resuscitate;1;--------;0;--------;0
Guild Cross Circlet α;8;Head;62;0;0;0;0;0;1;1;0;0;Guild Guidance;Divine Blessing;2;Thunder Resistance;2;--------;0
Guild Cross Circlet β;8;Head;62;0;0;0;0;0;3;1;1;1;Guild Guidance;Divine Blessing;2;--------;0;--------;0
Skull Mask α;7;Head;64;-3;-1;-1;-1;2;1;2;0;0;--------;Handicraft;1;--------;0;--------;0
Faux Felyne α;6;Head;56;2;2;2;2;2;0;0;0;0;--------;Palico Rally;3;--------;0;--------;0
Mosswine Mask α;5;Head;40;2;2;2;2;2;0;0;0;0;--------;Mushroomancer;2;--------;0;--------;0
Dragonseal Earrings α;7;Head;60;0;0;0;0;0;0;0;0;0;--------;Elderseal Boost;1;--------;0;--------;0
Strategist Spectacles α;6;Head;56;2;2;2;2;2;1;1;0;0;--------;Critical Eye;2;--------;0;--------;0
Dragonking Eyepatch α;8;Head;70;0;0;0;0;0;1;3;0;0;--------;Weakness Exploit;2;--------;0;--------;0
Xeno'jiiva Headgear α;8;Head;72;-3;2;2;2;-4;1;1;0;0;Xeno'jiiva Divinity;Flinch Free;1;Special Ammo Boost;1;--------;0
Xeno'jiiva Headgear β;8;Head;72;-3;2;2;2;-4;1;2;0;0;Xeno'jiiva Divinity;Flinch Free;1;--------;0;--------;0
Zorah Headgear α;6;Head;44;4;-3;-2;-1;-3;0;0;0;0;Zorah Magdaros Mastery;Handicraft;1;Blast Attack;1;--------;0
Zorah Headgear β;6;Head;44;4;-3;-2;-1;-3;1;1;0;0;Zorah Magdaros Mastery;Handicraft;1;--------;0;--------;0
Commission Gorget α;8;Head;70;2;2;2;2;2;1;1;0;0;Commission Guidance;Tool Specialist;1;Master Gatherer;1;--------;0
Commission Gorget β;8;Head;70;2;2;2;2;2;1;2;0;0;Commission Guidance;Tool Specialist;1;--------;0;--------;0
Origin Helm;1;Head;6;0;0;0;0;0;0;0;0;0;--------;Forager's Luck;1;--------;0;--------;0
Kulve Taroth's Fury α;8;Head;72;4;-2;-4;3;-2;1;1;0;0;--------;Free Elem/Ammo Up;1;Agitator;2;--------;0
Kulve Taroth's Fury β;8;Head;72;4;-2;-4;3;-2;2;2;1;0;--------;Free Elem/Ammo Up;1;Agitator;1;--------;0
Blossom Headgear;3;Head;18;1;1;1;4;1;0;0;0;0;--------;Honey Hunter;1;--------;0;--------;0
Diver's Mask;3;Head;22;1;4;1;1;1;0;0;0;0;--------;Marathon Runner;1;--------;0;--------;0
Harvest Flor;3;Head;26;4;1;1;1;1;0;0;0;0;--------;Focus;1;--------;0;--------;0
Orion Cap;4;Head;30;1;1;4;1;1;0;0;0;0;--------;Recovery Up;1;--------;0;--------;0
Gala Suit Top Hat;4;Head;34;1;1;1;1;4;0;0;0;0;Astera Blessing;Critical Boost;1;--------;0;--------;0
Vangis Helm α;7;Head;58;1;1;2;-3;-3;1;1;0;0;--------;Partbreaker;1;Handicraft;1;--------;0
Vangis Helm β;7;Head;58;1;1;2;-3;-3;2;3;1;0;--------;Partbreaker;1;--------;0;--------;0
Drachen Armet α;8;Head;72;-2;-2;-2;3;4;2;3;1;0;Soul of the Dragoon;Critical Boost;1;Airborne;1;--------;0
Blossom Headgear α;5;Head;40;1;1;1;4;1;2;1;1;0;--------;Honey Hunter;1;--------;0;--------;0
Diver's Mask α;5;Head;46;1;4;1;1;1;1;2;0;0;--------;Marathon Runner;1;--------;0;--------;0
Harvest Flor α;6;Head;52;4;1;1;1;1;2;2;1;0;--------;Focus;1;--------;0;--------;0
Orion Cap α;6;Head;58;1;1;4;1;1;2;3;1;0;--------;Recovery Up;1;--------;0;--------;0
Gala Suit Top Hat α;7;Head;64;1;1;1;1;4;3;2;1;1;Astera Blessing;Critical Boost;1;--------;0;--------;0
Butterfly Vertex;3;Head;22;-1;-1;0;2;2;0;0;0;0;--------;Stun Resistance;1;--------;0;--------;0
Butterfly Vertex α;5;Head;42;-1;-1;0;2;2;1;1;0;0;--------;Stun Resistance;2;Defense Boost;1;--------;0
Butterfly Vertex β;5;Head;42;-1;-1;0;2;2;1;2;0;0;--------;Stun Resistance;2;--------;0;--------;0
Queen Beetle Vertex;3;Head;22;-1;-1;0;2;2;0;0;0;0;--------;Stun Resistance;1;--------;0;--------;0
Queen Beetle Vertex α;5;Head;42;-1;-1;0;2;2;1;1;0;0;--------;Stun Resistance;2;Defense Boost;1;--------;0
Queen Beetle Vertex β;5;Head;42;-1;-1;0;2;2;1;2;0;0;--------;Stun Resistance;2;--------;0;--------;0
Vaal Hazak Helm γ;8;Head;72;-4;4;-1;1;-3;1;3;0;0;Vaal Hazak Vitality;Recovery Up;2;Dragon Attack;1;--------;0
Kirin Horn γ;8;Head;72;-3;-2;-2;4;2;1;2;0;0;Kirin Favor;Blight Resistance;1;Thunder Attack;3;--------;0
Kaiser Crown γ;8;Head;72;3;-3;-3;1;1;2;2;2;0;Teostra Technique;Critical Eye;2;--------;0;--------;0
Kushala Glare γ;8;Head;72;0;2;4;-3;-2;1;2;0;0;Kushala Daora Flight;Handicraft;2;--------;0;--------;0
Nergigante Helm γ;8;Head;72;1;1;1;-3;-3;2;2;2;0;Nergigante Hunger;Stamina Surge;1;Agitator;1;--------;0
Zorah Headgear γ;8;Head;72;4;-3;-2;-1;-3;1;2;0;0;Zorah Magdaros Mastery;Windproof;2;Critical Eye;2;--------;0
Xeno'jiiva Headgear γ;8;Head;72;-3;2;2;2;-4;3;2;1;1;Xeno'jiiva Divinity;Blight Resistance;2;Power Prolonger;1;--------;0
HARDUMMY;5;Head;46;1;1;1;1;1;1;3;0;0;Anjanath Will;Affinity Sliding;1;--------;0;--------;0
Ryu's Head;2;Head;12;2;0;-3;5;2;0;0;0;0;--------;Attack Boost;1;--------;0;--------;0
Ryu's Head α;7;Head;60;2;0;-3;5;2;2;1;1;0;Rathalos Mastery;Attack Boost;1;Constitution;1;--------;0
Sakura's Head α;6;Head;50;0;4;4;0;-2;2;1;1;0;Pink Rathian Mastery;Attack Boost;1;Evade Window;1;--------;0
Azure Starlord Crown α;7;Head;56;2;2;0;0;3;1;3;0;0;Rathalos Mastery;Agitator;1;--------;0;--------;0
Dante's Hair α;8;Head;64;3;-3;-3;3;3;1;1;0;0;--------;Weakness Exploit;1;Critical Eye;1;--------;0
Empress Crown α;8;Head;70;3;1;-3;1;-2;2;3;1;0;Lunastra Favor;Evade Extender;2;Tool Specialist;1;--------;0
Empress Crown β;8;Head;70;3;1;-3;1;-2;2;3;2;0;Lunastra Favor;Evade Extender;2;--------;0;--------;0
Sealed Eyepatch α;5;Head;46;3;2;2;0;0;2;2;1;0;--------;Fire Resistance;1;--------;0;--------;0
Shadow Shades α;5;Head;46;4;0;2;4;0;3;1;1;1;--------;Stun Resistance;1;--------;0;--------;0
Kulu-Ya-Ku Head α;5;Head;46;2;0;3;2;2;2;3;1;0;--------;Pro Transporter;1;--------;0;--------;0
Wiggler Head α;5;Head;46;0;4;0;0;4;2;1;1;0;--------;Wide-Range;2;--------;0;--------;0
dummy013;1;Head;2;0;0;0;0;0;0;0;0;0;--------;--------;0;--------;0;--------;0
HARDUMMY;8;Head;64;1;1;1;1;1;1;3;0;0;Anjanath Will;Critical Boost;2;--------;0;--------;0
Empress Crown γ;8;Head;70;3;1;-3;1;-2;3;1;1;1;Lunastra Favor;Wide-Range;2;Peak Performance;1;--------;0
Geralt's Head α;8;Head;70;2;1;-1;-2;3;2;1;1;0;Witcher's Knowledge;Weakness Exploit;2;Recovery Speed;1;--------;0
Ciri's Head α;8;Head;70;-2;-1;1;2;3;3;3;1;1;--------;Free Elem/Ammo Up;1;Evade Window;1;--------;0
Kulve Taroth's Fury γ;8;Head;72;4;-2;-4;3;-2;3;3;1;1;--------;Power Prolonger;1;Stun Resistance;1;--------;0
Defender Helm α;6;Head;50;2;0;2;0;3;1;1;0;0;--------;Recovery Up;2;Health Boost;1;--------;0
Bone Helm α+;9;Head;114;2;0;0;2;2;1;3;0;0;--------;Health Boost;2;Partbreaker;1;--------;0
Bone Helm β+;9;Head;114;2;0;0;2;2;1;4;0;0;--------;Health Boost;1;Partbreaker;1;--------;0
Alloy Helm α+;9;Head;114;-2;0;-2;-2;0;1;2;0;0;--------;Windproof;2;Defense Boost;1;--------;0
Alloy Helm β+;9;Head;114;-2;0;-2;-2;0;2;4;1;0;--------;Windproof;1;--------;0;--------;0
Vespoid Helm α+;9;Head;116;-2;1;1;1;2;1;3;0;0;--------;Quick Sheath;1;Paralysis Attack;1;--------;0
Vespoid Helm β+;9;Head;116;-2;1;1;1;2;2;4;1;0;--------;Quick Sheath;1;--------;0;--------;0
Hornetaur Helm α+;9;Head;116;-1;-1;0;0;2;1;2;0;0;--------;Weakness Exploit;1;Dragon Attack;2;--------;0
Hornetaur Helm β+;9;Head;116;-1;-1;0;0;2;1;4;0;0;--------;Weakness Exploit;1;Dragon Attack;1;--------;0
Shamos Goggles α+;9;Head;116;2;2;-3;0;0;2;2;1;0;--------;Detector;1;Geologist;2;--------;0
Shamos Goggles β+;9;Head;116;2;2;-3;0;0;2;4;2;0;--------;Detector;1;Geologist;1;--------;0
Gastodon Horn α+;9;Head;116;3;0;0;0;0;1;1;0;0;--------;Flinch Free;2;Blast Resistance;1;--------;0
Gastodon Horn β+;9;Head;116;3;0;0;0;0;2;4;1;0;--------;Flinch Free;1;Blast Resistance;1;--------;0
Wulg Scarf α+;9;Head;116;-3;2;3;-2;2;2;2;1;0;--------;Ice Resistance;2;Master Mounter;1;--------;0
Wulg Scarf β+;9;Head;116;-3;2;3;-2;2;2;4;1;0;--------;Ice Resistance;1;Master Mounter;1;--------;0
Jagras Helm α+;9;Head;116;-2;2;-1;-1;1;1;2;0;0;--------;Speed Eating;2;Attack Boost;2;--------;0
Jagras Helm β+;9;Head;116;-2;2;-1;-1;1;2;4;1;0;--------;Speed Eating;1;Attack Boost;1;--------;0
Tzitzi Headgear α+;9;Head;116;0;0;-2;-3;0;2;2;1;0;--------;Free Elem/Ammo Up;1;Stun Resistance;1;--------;0
Tzitzi Headgear β+;9;Head;116;0;0;-2;-3;0;2;4;1;0;--------;Free Elem/Ammo Up;1;--------;0;--------;0
Girros Headgear α+;9;Head;116;0;-3;0;2;1;1;2;0;0;--------;Horn Maestro;2;Paralysis Resistance;1;--------;0
Girros Headgear β+;9;Head;116;0;-3;0;2;1;1;4;0;0;--------;Horn Maestro;2;--------;0;--------;0
Dodogama Helm α+;9;Head;120;2;0;0;-3;2;1;3;0;0;--------;Blast Resistance;2;Bombardier;1;--------;0
Dodogama Helm β+;9;Head;120;2;0;0;-3;2;1;4;0;0;--------;Blast Resistance;2;--------;0;--------;0
Kulu Headpiece α+;9;Head;116;0;-3;1;0;0;1;1;0;0;--------;Slinger Capacity;2;Critical Boost;1;--------;0
Kulu Headpiece β+;9;Head;116;0;-3;1;0;0;1;4;0;0;--------;Slinger Capacity;2;--------;0;--------;0
Pukei Hat α+;9;Head;118;0;3;0;-3;1;2;2;2;0;--------;Survival Expert;2;Poison Resistance;1;--------;0
Pukei Hat β+;9;Head;118;0;3;0;-3;1;3;4;1;1;--------;Survival Expert;2;--------;0;--------;0
Barroth Helm α+;9;Head;118;-3;-1;-1;3;0;1;2;0;0;--------;Guard;2;Marathon Runner;1;--------;0
Barroth Helm β+;9;Head;118;-3;-1;-1;3;0;2;4;1;0;--------;Guard;2;--------;0;--------;0
Jyura Helm α+;9;Head;118;-1;2;0;-3;0;2;1;1;0;--------;Latent Power;2;Focus;1;--------;0
Jyura Helm β+;9;Head;118;-1;2;0;-3;0;2;4;1;0;--------;Latent Power;1;Focus;1;--------;0
Beo Helm α+;9;Head;118;-3;0;3;-2;2;1;2;0;0;--------;Aquatic/Polar Mobility;2;Earplugs;1;--------;0
Beo Helm β+;9;Head;118;-3;0;3;-2;2;2;4;1;0;--------;Aquatic/Polar Mobility;2;--------;0;--------;0
Kadachi Hat α+;9;Head;120;0;-3;0;3;0;1;2;0;0;--------;Constitution;2;Evade Extender;1;--------;0
Kadachi Hat β+;9;Head;120;0;-3;0;3;0;2;4;1;0;--------;Constitution;1;Evade Extender;1;--------;0
High Metal Helm α+;9;Head;128;0;-1;3;-2;0;1;2;0;0;--------;Ice Resistance;2;Earplugs;2;--------;0
High Metal Helm β+;9;Head;128;0;-1;3;-2;0;2;4;1;0;--------;Ice Resistance;2;Earplugs;1;--------;0
